"Vote","PID3","georgeWBush","barackObama","johnMcCain","cindyMcCain","michelleObama","joeBiden","sarahPalin","hispanics","christianFundamentalists","catholics","feminists","federalGovernment","jews","liberals","middleClassPeople","laborUnions","poorPeople","theMilitary","bigBusiness","peopleOnWelfare","conservatives","workingClassPeople","environmentalists","theUSSupremeCourt","gayMenAndLesbians","asianAmericans","congress","blacks","southerners","illegalImmigrants","richPeople","whites","israel","muslims","hindus","christians","athiests","hillaryClinton","billClinton","condoleezaRice","rushLimbaugh","republicanParty","democraticParty"
"McCain","Republican",70,50,100,100,50,50,70,60,60,70,60,40,50,60,100,50,70,85,30,30,60,100,100,40,70,50,50,60,85,0,30,100,50,50,50,100,50,60,70,70,50,100,50
"Obama","Democrat",60,70,50,50,70,70,50,60,85,70,60,70,60,70,85,70,60,85,60,60,60,70,70,70,15,60,60,60,60,60,50,70,60,30,50,85,0,60,85,60,50,50,85
"Obama","Democrat",60,100,70,60,85,85,70,100,65,100,50,85,90,90,90,75,75,100,90,55,55,100,85,75,70,90,90,95,55,50,60,90,50,50,50,90,0,15,30,60,30,50,85
"Obama","Democrat",0,100,60,60,100,85,0,85,50,85,60,70,60,50,50,60,70,100,50,50,50,100,85,50,50,50,60,100,85,50,50,85,60,50,50,100,50,85,70,15,0,0,100
NA,"Democrat",55,85,50,NA,NA,NA,NA,95,60,95,45,65,50,NA,90,60,95,100,55,90,80,100,80,95,15,65,70,90,85,55,70,85,50,60,45,100,0,70,70,50,50,50,85
"Obama","Other",50,100,70,60,100,70,85,100,85,100,85,100,50,85,85,100,100,100,100,85,100,85,85,100,50,85,100,100,70,50,70,100,60,70,70,100,70,60,60,70,NA,60,50
NA,"Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,85,85,60,60,60
"Obama","Democrat",40,70,40,50,50,50,60,85,30,70,30,30,60,60,85,50,60,85,40,30,40,85,60,60,15,50,15,50,50,30,40,60,60,15,40,60,50,30,30,0,NA,NA,60
"McCain","Democrat",45,65,70,50,55,40,60,85,65,90,60,65,60,55,65,85,55,80,65,55,55,90,75,75,65,50,60,70,65,70,60,75,45,60,45,70,50,85,70,100,40,50,85
NA,"Democrat",0,100,0,0,85,85,30,100,50,100,0,0,50,100,100,60,100,100,100,100,0,100,85,50,70,100,0,100,50,100,70,0,70,70,0,85,50,85,70,0,NA,0,100
NA,"Democrat",0,100,30,50,85,70,60,100,60,80,50,40,70,85,85,75,70,70,60,40,40,100,100,50,60,70,65,60,40,60,85,85,70,50,50,85,50,70,70,30,0,40,85
NA,"Republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,0,100,85,85,30
NA,"Democrat",50,100,50,NA,85,85,50,50,50,50,50,59,50,50,70,50,85,40,60,70,50,100,100,70,50,100,50,50,100,50,50,50,50,50,50,100,0,85,0,NA,50,NA,100
NA,"Other",50,100,50,NA,NA,NA,50,50,50,60,50,70,50,50,70,60,60,80,60,60,50,70,50,50,50,70,50,60,60,50,60,50,50,50,50,60,50,50,0,NA,50,60,50
"McCain","Republican",60,0,60,0,0,0,70,50,70,50,50,30,50,50,50,30,50,85,40,50,70,70,0,15,50,50,15,50,50,70,50,50,50,0,50,70,50,40,60,80,50,70,0
NA,"Other",0,40,50,40,40,NA,NA,100,100,100,20,75,0,70,100,75,100,85,15,35,65,100,45,35,0,60,75,30,45,90,75,40,50,40,30,100,0,0,100,0,NA,30,0
NA,NA,60,100,50,50,70,50,75,70,NA,70,100,50,50,NA,85,85,70,100,85,75,NA,100,100,70,50,50,70,70,60,40,85,85,50,40,50,100,NA,85,50,70,NA,NA,NA
NA,"Democrat",60,100,50,30,85,70,40,85,65,100,50,85,50,50,100,100,100,100,70,40,50,100,60,65,50,50,60,70,50,50,30,50,50,50,50,100,50,100,50,50,NA,30,70
"Obama","Democrat",60,100,0,70,85,70,15,85,NA,100,NA,NA,0,NA,70,NA,70,NA,70,40,NA,70,50,60,60,NA,60,60,NA,40,60,60,NA,NA,NA,60,0,70,60,50,NA,70,100
NA,"Other",0,85,15,15,70,85,15,100,100,100,50,0,50,50,100,100,100,100,0,50,50,100,100,85,NA,0,0,85,50,0,0,85,100,0,40,100,0,70,40,40,30,50,100
"McCain","Democrat",15,50,50,50,50,50,15,70,40,85,60,40,50,60,60,70,70,70,40,60,40,85,70,40,30,50,60,50,50,85,40,50,50,50,50,50,30,85,100,15,NA,50,85
"Obama","Democrat",50,85,40,NA,NA,NA,NA,100,85,100,85,100,70,85,NA,60,85,100,NA,85,70,100,85,85,NA,85,85,85,85,NA,85,100,85,85,60,85,NA,70,70,NA,50,50,70
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,50,50,50,50
"Obama","Democrat",0,100,0,85,100,85,NA,100,85,100,100,100,70,100,85,100,100,60,50,100,50,100,85,85,50,70,100,100,85,100,100,100,50,40,50,100,50,100,100,NA,NA,15,100
"McCain","Democrat",70,85,100,100,85,85,85,85,70,100,85,60,70,60,100,85,85,100,70,60,60,100,70,85,50,60,85,70,70,85,60,85,85,60,60,85,40,70,85,85,30,70,100
"Obama","Democrat",30,85,40,NA,70,100,NA,100,70,85,70,70,60,85,100,85,85,100,70,60,60,85,60,100,50,60,100,85,70,40,70,85,60,50,NA,85,50,60,70,NA,NA,50,100
NA,NA,30,70,50,NA,50,NA,NA,80,NA,80,NA,50,50,NA,50,50,80,70,NA,60,NA,70,75,80,25,50,50,80,NA,50,NA,70,50,50,NA,70,NA,70,50,NA,NA,50,50
NA,"Other",40,60,50,30,60,40,0,70,NA,40,50,70,50,NA,85,50,60,100,50,50,NA,100,85,85,50,50,40,100,70,0,100,100,50,50,NA,70,0,30,40,15,0,0,15
NA,"Democrat",0,100,40,70,100,NA,40,100,NA,100,NA,85,NA,NA,85,NA,100,85,100,100,NA,70,85,NA,70,85,NA,100,NA,100,100,85,NA,50,NA,100,NA,100,50,NA,NA,30,30
NA,"Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,50,NA,NA,30,70
NA,"Republican",85,60,85,50,50,50,70,60,NA,60,60,60,50,60,60,50,50,100,40,65,60,60,60,60,50,50,60,70,70,30,50,60,85,50,50,100,0,50,85,85,85,60,50
"McCain","Democrat",70,50,100,85,50,50,70,85,100,85,85,100,100,50,85,100,100,100,70,70,100,100,85,100,85,70,100,85,70,70,100,100,100,50,50,100,50,70,100,NA,50,50,85
"Obama","Democrat",70,100,85,70,85,NA,70,100,NA,100,NA,85,60,60,85,70,100,85,100,85,70,85,NA,85,60,70,85,70,70,60,60,85,60,50,NA,85,NA,70,15,100,NA,30,85
"Obama","Democrat",50,100,50,50,100,100,50,100,85,100,70,70,70,85,100,85,6,100,70,60,60,85,70,85,85,70,85,85,60,70,70,85,85,50,70,100,50,85,100,15,NA,0,100
"Obama","Democrat",60,100,60,70,100,95,60,85,60,85,60,70,85,NA,100,100,100,100,70,60,70,100,85,70,50,60,60,100,85,85,60,100,100,60,NA,70,NA,85,85,70,NA,60,100
NA,"Other",0,30,60,NA,NA,NA,50,50,40,50,50,0,50,15,50,30,50,50,50,40,60,60,30,15,0,50,40,50,50,50,50,50,50,50,50,50,0,0,0,50,60,30,0
"McCain","Republican",15,40,100,40,15,40,70,85,30,60,50,50,40,50,85,70,100,100,50,85,50,85,50,60,0,85,60,30,70,40,30,100,40,30,40,70,60,70,85,30,40,100,0
NA,"Other",0,85,40,60,60,70,0,70,40,15,0,30,70,60,85,70,60,100,30,30,60,85,60,40,30,85,40,60,50,0,70,60,70,15,50,85,50,50,85,50,50,60,70
NA,"Other",50,40,60,50,40,40,40,70,50,70,NA,40,0,NA,100,60,15,100,85,15,NA,100,60,40,0,50,15,50,15,0,100,70,50,0,0,70,0,60,60,NA,50,50,60
"Obama","Democrat",0,100,0,0,100,100,NA,100,NA,100,NA,85,85,NA,85,100,85,100,85,70,NA,100,100,100,30,100,70,100,85,70,85,100,100,50,NA,100,NA,70,50,NA,NA,0,100
NA,"Republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,70,NA,NA,NA,NA
"Obama","Democrat",100,70,70,NA,70,NA,70,70,NA,85,85,NA,70,NA,60,NA,60,70,NA,50,85,70,70,NA,NA,70,NA,70,NA,70,85,70,NA,70,NA,70,NA,1,1,1,1,1,1
NA,"Other",60,100,50,50,100,85,60,100,70,100,100,70,85,70,100,85,85,100,85,30,NA,100,100,100,60,85,85,100,100,60,100,100,100,60,60,100,0,85,100,NA,NA,85,85
"Obama","Democrat",30,100,40,50,100,85,60,85,85,85,70,60,50,70,85,85,85,100,60,70,85,100,70,70,85,70,60,85,70,60,70,85,50,70,NA,85,50,100,70,50,50,60,85
NA,"Democrat",85,85,NA,NA,NA,NA,NA,100,NA,100,NA,100,NA,NA,60,NA,100,85,100,100,30,100,NA,70,NA,30,NA,70,NA,NA,70,70,NA,100,NA,100,85,50,100,NA,NA,50,100
NA,NA,0,50,50,50,50,50,50,50,50,50,50,NA,50,50,50,50,70,50,50,70,50,50,60,NA,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
"McCain","Other",40,40,60,60,50,60,50,60,50,60,60,70,60,70,60,70,60,60,60,50,60,60,70,70,50,60,70,60,60,60,50,60,60,40,50,50,50,100,50,70,50,70,60
"Obama","Other",0,85,50,50,85,0,60,85,70,85,60,60,70,85,60,85,70,85,70,50,70,100,70,70,70,85,60,85,50,85,70,85,60,50,NA,85,30,85,85,50,50,40,85
"McCain","Republican",0,50,50,70,50,50,60,50,NA,50,50,30,50,50,85,15,70,70,NA,40,50,70,40,40,50,70,30,50,85,0,50,50,50,50,50,70,0,60,50,50,NA,60,40
NA,"Other",15,15,30,30,30,0,50,50,50,70,30,30,40,30,70,40,70,30,60,60,85,85,40,30,0,70,40,60,70,15,60,70,30,60,40,60,0,0,0,0,60,0,0
NA,"Other",50,85,50,50,60,NA,50,100,NA,85,60,60,50,NA,70,NA,70,70,70,50,NA,60,70,50,50,50,50,70,50,85,70,85,NA,50,NA,50,50,60,70,NA,NA,50,60
"Obama","Democrat",0,100,70,70,100,70,30,85,40,70,50,60,50,70,85,60,85,100,85,50,30,100,70,60,100,50,50,50,50,60,85,50,60,50,50,100,15,85,60,70,0,15,85
"Obama","Democrat",70,85,70,70,85,70,70,85,100,85,70,85,100,60,85,85,85,100,60,50,85,100,85,85,0,85,85,85,85,60,70,100,100,0,NA,100,0,70,70,85,0,60,100
"Obama","Democrat",0,100,60,50,100,70,70,100,70,70,100,40,100,85,100,0,100,85,70,100,85,100,85,70,100,100,15,100,100,100,85,100,100,100,100,70,85,85,60,50,0,30,60
NA,"Democrat",0,80,0,25,50,NA,0,100,100,100,40,10,70,80,100,100,100,100,100,100,80,90,100,80,0,80,50,50,70,100,100,100,10,10,50,80,20,60,60,0,0,0,100
"Obama","Other",30,30,30,30,30,30,30,50,50,50,50,50,50,50,50,60,50,100,60,60,60,70,100,70,50,50,60,50,50,30,50,50,50,50,50,50,50,50,50,NA,50,50,70
NA,"Other",0,85,60,85,85,50,70,85,85,70,60,85,40,70,100,70,70,85,70,70,60,85,70,85,85,40,70,85,40,50,85,85,30,60,60,85,50,70,60,85,50,50,70
"Obama","Democrat",0,85,15,30,70,85,30,75,55,40,0,0,65,30,95,60,100,85,20,55,40,100,70,5,50,65,20,65,5,70,15,55,70,50,15,75,0,85,85,85,50,50,100
NA,"Democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,60,65,NA,70,60
"McCain","Other",50,85,70,70,100,60,85,100,70,100,100,50,70,60,85,50,60,40,40,85,50,100,85,70,70,50,50,100,60,50,40,100,50,50,NA,85,50,85,50,85,NA,50,50
NA,"Democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,50,40,50,100
"Obama","Democrat",85,85,NA,NA,NA,NA,NA,70,NA,70,NA,85,NA,NA,NA,NA,85,70,70,85,60,85,NA,100,30,70,NA,100,70,100,70,100,85,NA,NA,100,15,100,100,0,NA,0,100
"McCain","Democrat",100,100,100,50,100,100,50,100,50,100,50,100,50,100,100,50,50,100,100,100,100,100,50,50,50,100,100,100,100,100,100,100,50,100,50,50,50,100,70,50,30,30,85
NA,"Other",50,90,15,50,85,NA,50,100,50,100,60,50,50,75,90,60,85,100,75,75,60,100,85,90,85,85,75,85,85,50,60,90,60,70,50,85,50,30,50,50,NA,50,15
NA,"Democrat",0,85,70,70,70,NA,85,70,50,50,0,60,50,NA,100,85,100,100,50,50,70,100,85,0,30,50,70,40,100,0,85,100,50,0,50,100,0,70,85,40,50,60,85
NA,"Republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,0,70,40,70,40
NA,"Other",30,70,40,60,70,70,40,70,0,15,60,50,85,70,70,60,85,70,60,85,50,85,70,40,85,70,50,70,50,60,70,85,50,50,60,100,40,15,30,30,NA,15,15
"McCain","Republican",100,0,85,NA,0,0,60,50,100,50,30,85,100,15,50,50,50,100,50,30,70,50,15,85,0,50,70,50,50,0,50,50,100,70,85,100,50,0,0,85,50,70,0
NA,"Other",40,40,50,NA,50,NA,50,50,60,60,50,50,60,50,60,50,60,50,50,60,50,60,60,50,40,60,50,60,60,50,60,60,50,50,50,100,50,50,60,40,NA,70,50
"Obama","Other",30,85,30,30,70,60,15,85,40,85,85,60,85,85,85,50,85,40,85,40,40,85,85,70,70,85,40,85,85,60,85,85,85,60,85,70,85,60,70,50,0,30,70
"Obama","Other",40,100,40,40,85,60,60,70,60,60,70,15,85,40,85,70,85,100,30,60,85,85,60,60,85,70,40,85,70,70,60,60,85,60,85,70,70,40,15,100,0,15,60
"McCain","Republican",60,40,70,50,50,15,70,85,40,70,40,15,70,40,85,30,40,100,60,60,70,85,40,60,60,70,0,85,60,30,50,85,60,60,50,70,40,50,20,80,30,60,20
NA,"Democrat",30,100,50,40,70,70,60,0,50,60,60,60,50,85,85,50,85,60,40,60,40,100,60,60,40,60,60,60,85,0,60,85,50,30,50,100,50,15,0,60,30,15,60
NA,NA,40,40,40,40,40,40,40,85,70,70,40,40,60,50,60,50,100,15,40,50,50,50,70,50,40,100,40,100,50,50,40,70,50,50,60,100,50,50,50,50,50,50,50
"McCain","Other",40,60,70,100,50,50,60,30,30,60,40,50,70,50,85,60,40,100,50,15,50,70,30,NA,60,60,50,70,60,15,60,60,40,50,50,60,70,30,85,50,50,70,70
"Obama","Democrat",15,70,40,50,70,70,40,85,40,85,85,60,85,60,85,40,85,70,70,85,70,85,85,70,40,85,60,70,85,70,85,85,70,50,85,85,70,60,60,70,40,40,60
NA,NA,15,50,50,NA,50,NA,NA,100,50,70,50,60,50,NA,50,NA,70,70,50,50,NA,60,50,60,70,50,70,60,50,85,50,70,50,50,50,50,NA,30,25,NA,NA,25,50
"McCain","Republican",100,0,100,100,0,0,100,85,100,100,85,50,100,0,100,50,100,100,100,60,100,100,50,100,15,100,30,100,100,0,100,100,100,50,50,100,0,0,15,100,100,100,15
"Obama","Other",60,100,70,30,70,60,60,100,70,100,70,70,100,85,100,100,85,85,70,85,85,100,85,85,85,100,70,100,100,85,100,100,100,100,85,100,50,70,60,50,40,40,85
NA,"Republican",60,30,60,70,40,40,85,85,85,85,85,70,85,70,85,85,85,85,70,70,70,85,70,70,85,85,70,85,85,85,85,85,85,85,85,100,85,0,0,70,85,70,30
"McCain","Other",70,15,70,60,0,30,100,40,40,50,50,60,50,40,50,50,50,70,50,50,70,50,40,60,70,50,50,50,70,30,50,50,50,50,50,60,50,30,30,85,50,70,40
"McCain","Republican",85,30,85,85,15,40,85,85,85,70,30,40,85,40,85,70,85,85,70,85,100,85,70,70,40,85,30,85,85,70,70,85,85,30,60,85,70,0,0,85,70,70,15
"McCain","Other",60,50,70,50,60,50,85,60,70,70,60,40,85,30,70,30,70,85,30,15,70,85,40,70,70,60,30,70,85,60,70,85,85,60,50,70,50,30,15,85,60,60,40
NA,"Republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,100,100,65,50
"Obama","Democrat",30,85,15,50,50,50,50,50,50,50,70,60,50,50,85,15,100,100,50,60,50,85,50,50,0,50,40,50,50,40,50,50,0,50,50,100,0,15,15,NA,40,30,85
"McCain","Other",85,0,85,50,0,15,85,50,50,50,30,40,50,0,50,100,50,70,40,40,60,85,30,40,15,50,40,50,50,30,50,50,50,50,50,50,50,0,30,70,50,70,0
NA,"Republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,25,90,20,90,25
"McCain","Republican",50,50,70,70,50,30,70,50,70,60,50,30,50,15,100,50,70,100,70,40,85,100,50,70,50,50,30,50,50,0,70,100,85,50,50,85,0,30,0,70,70,70,30
"McCain","Republican",85,0,15,60,0,60,100,50,40,50,40,60,50,15,50,0,50,85,85,40,85,100,0,85,50,50,15,50,50,30,50,50,50,50,50,50,50,15,70,85,40,60,0
"Obama","Democrat",30,70,60,NA,70,70,50,70,85,70,85,70,60,50,100,85,100,85,85,70,85,85,70,85,60,60,60,70,50,70,60,70,70,50,NA,85,NA,60,70,60,NA,60,70
"McCain","Republican",50,60,70,50,60,50,70,50,50,50,40,15,50,50,70,50,60,85,15,40,50,60,50,50,50,50,40,50,50,30,50,50,50,40,40,60,50,60,0,NA,50,70,50
"McCain","Other",85,50,100,70,50,50,85,60,15,50,30,30,50,50,60,60,60,70,30,40,50,70,60,60,50,50,50,50,60,60,50,70,50,50,50,50,0,50,15,100,30,50,50
NA,"Other",60,60,40,15,60,15,15,60,85,60,50,50,40,85,70,85,70,85,60,40,85,85,60,50,15,60,70,60,85,40,50,40,60,60,40,60,15,0,0,50,NA,20,60
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,70,40,50,50,70
"McCain","Republican",60,30,85,85,15,0,100,70,60,50,0,15,70,0,85,0,60,85,85,30,85,85,0,60,0,70,15,50,70,40,85,50,85,15,50,70,50,0,0,60,50,40,0
"McCain","Republican",70,40,70,50,70,50,70,50,60,50,40,40,50,50,50,50,50,70,40,60,60,60,40,60,50,50,40,60,50,40,50,50,50,50,50,60,60,40,30,70,60,60,40
"Obama","Democrat",0,70,60,60,60,60,15,60,50,70,60,60,50,40,60,85,70,70,40,40,50,85,40,70,30,70,70,50,30,50,50,50,50,50,50,50,50,60,60,50,60,40,60
"Obama","Democrat",0,100,0,0,90,90,0,100,70,100,60,15,60,60,70,80,85,40,30,85,70,100,100,60,50,60,60,75,50,90,50,70,60,60,60,100,50,70,60,0,0,0,100
"Obama","Other",0,85,40,0,100,60,0,50,60,50,40,30,50,50,70,40,40,40,15,40,50,70,70,50,50,40,50,50,50,60,50,50,50,60,50,50,30,85,60,60,30,15,70
NA,"Democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,60,40,15,0,70
"Obama","Democrat",15,100,60,50,50,70,15,50,15,40,50,40,50,50,50,40,50,50,15,50,40,50,60,40,50,50,40,50,50,60,30,50,50,50,50,40,50,85,100,30,50,40,85
"Obama","Other",0,100,15,0,85,85,0,100,0,30,85,15,100,85,85,85,100,30,15,85,15,85,100,30,100,100,15,100,70,100,50,100,60,100,100,0,100,85,60,30,0,0,60
NA,"Democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,100,50,50,20,80
"Obama","Other",15,100,70,85,70,85,30,85,40,85,85,15,85,100,85,85,85,60,30,85,60,100,100,60,70,85,70,85,70,85,40,85,85,60,85,85,85,80,85,60,0,48,75
"Obama","Democrat",30,100,50,50,85,40,50,100,60,50,30,70,40,85,85,70,85,70,40,60,50,60,40,70,0,60,60,85,50,60,50,60,30,15,60,100,30,85,85,70,NA,50,NA
"Obama","Other",0,85,15,15,85,85,0,50,0,50,70,15,60,50,50,50,50,50,50,50,30,50,100,30,50,50,15,50,50,50,50,50,30,50,50,50,70,30,30,15,0,30,60
NA,NA,50,50,50,50,50,50,50,50,50,50,50,50,50,50,60,50,50,50,50,50,50,60,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,60,60,NA,NA,NA,NA
NA,"Democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,100,60,50,15,70
"Obama","Other",50,85,50,40,70,70,40,100,70,100,70,85,70,NA,85,85,100,100,85,85,85,100,NA,85,60,60,85,NA,NA,NA,NA,100,NA,60,NA,85,NA,100,100,60,NA,70,85
NA,NA,40,60,40,40,100,NA,NA,85,30,50,0,NA,30,40,40,70,15,85,100,100,15,100,70,85,70,30,60,85,50,70,100,100,15,0,30,15,0,50,10,10,NA,10,10
"Obama","Other",0,85,50,60,70,60,0,100,NA,85,85,60,85,85,70,70,100,85,70,85,70,100,85,NA,70,85,70,85,85,70,85,85,60,NA,85,70,70,50,85,60,0,50,70
NA,"Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,85,85,30,60,60
NA,"Other",0,70,40,0,0,70,0,0,50,50,50,0,50,60,60,50,50,50,0,50,50,85,60,50,50,50,60,50,50,0,0,50,50,50,50,0,85,40,60,15,15,0,40
"Obama","Democrat",15,85,30,50,85,70,30,70,40,70,70,40,70,70,70,60,85,85,50,70,30,70,70,40,70,70,40,100,50,50,70,70,70,70,70,70,70,85,85,50,0,30,70
NA,NA,30,40,60,60,60,60,NA,85,70,100,85,70,70,70,70,60,85,100,60,60,85,85,60,60,70,70,50,85,60,40,60,70,85,NA,60,85,70,60,60,60,NA,70,70
NA,"Democrat",0,100,15,30,100,60,15,100,60,70,85,70,15,85,85,85,85,85,60,70,100,100,70,100,70,85,85,70,NA,100,60,85,30,40,50,60,15,100,100,NA,NA,0,100
"Obama","Other",40,70,60,50,85,85,40,85,60,70,85,60,85,85,70,100,80,100,60,60,40,100,100,60,60,85,50,70,60,40,50,85,85,60,100,70,100,70,85,50,0,50,60
NA,"Republican",50,100,NA,NA,80,NA,NA,80,NA,70,NA,80,NA,80,100,NA,80,100,70,70,50,80,NA,80,0,NA,NA,100,NA,80,0,80,80,NA,NA,80,NA,100,NA,NA,NA,NA,50
"McCain","Democrat",30,70,70,50,50,60,40,60,50,60,60,50,60,60,60,40,60,85,60,60,60,60,70,60,50,60,60,60,70,50,60,50,60,60,60,60,60,60,85,70,50,50,50
"Obama","Democrat",15,85,60,50,50,70,30,70,15,100,50,70,85,70,100,50,85,85,60,60,60,85,70,50,85,100,60,100,50,50,85,100,85,50,85,70,50,50,70,60,15,30,70
"McCain","Republican",40,60,60,50,50,50,50,50,30,50,60,40,50,50,60,50,50,70,50,40,50,60,50,60,50,50,50,50,50,30,50,60,50,40,50,50,50,50,50,50,60,60,50
"McCain","Republican",40,60,70,70,60,70,100,60,30,50,30,70,50,30,85,100,60,85,70,15,60,100,40,70,50,60,70,70,60,15,70,70,50,50,50,59,50,15,85,60,40,85,70
"McCain","Other",60,60,60,50,50,60,70,60,40,100,40,40,85,15,60,40,70,70,30,40,60,60,70,40,40,60,40,60,60,40,50,85,60,50,50,85,40,15,30,70,50,70,40
"Obama","Other",15,85,60,60,60,50,15,50,15,60,50,30,50,40,85,60,60,85,60,50,15,85,60,50,50,50,30,50,50,50,40,50,40,50,50,60,40,15,30,30,NA,30,60
NA,"Other",30,50,50,50,40,60,50,50,50,70,50,50,50,40,70,70,50,70,40,40,60,70,40,50,50,50,50,50,50,40,50,50,50,40,50,50,50,50,50,60,50,50,50
"Obama","Other",30,85,60,NA,85,70,60,60,NA,60,60,50,60,60,60,60,50,60,50,50,60,60,85,NA,60,60,NA,60,60,30,60,60,NA,60,60,60,60,100,70,40,NA,30,70
NA,"Democrat",85,15,85,NA,NA,40,85,100,85,100,85,50,85,100,100,100,100,100,100,100,70,100,100,70,70,100,85,100,85,15,100,100,100,100,100,100,85,15,50,NA,NA,50,50
NA,"Other",50,50,70,NA,50,60,60,85,85,100,0,70,85,NA,100,100,85,85,85,70,NA,100,60,85,85,85,NA,85,NA,85,85,85,70,70,70,85,NA,70,70,NA,NA,50,50
"Obama","Republican",15,85,30,50,85,70,15,85,50,100,70,60,85,70,100,70,100,100,15,40,60,100,85,85,70,100,85,85,70,60,70,85,70,85,85,100,60,85,70,50,50,40,85
"McCain","Other",15,100,60,60,100,100,60,85,NA,85,60,85,85,60,70,50,85,100,70,60,60,85,60,85,50,60,70,100,85,50,50,100,70,60,100,85,50,60,85,70,40,40,40
"Obama","Democrat",50,85,50,50,85,85,50,70,NA,85,50,70,70,70,70,85,70,70,70,70,70,70,60,70,50,70,70,70,70,70,70,70,50,NA,NA,85,50,100,100,50,NA,50,100
NA,"Republican",60,15,50,50,30,50,15,50,50,85,50,15,50,50,85,70,85,100,50,50,50,85,50,50,50,70,50,70,85,30,85,85,50,50,50,85,15,0,0,40,50,70,0
NA,"Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,60,15,60,40,60
"Obama","Democrat",15,85,30,30,85,70,15,100,50,100,100,70,100,85,70,70,100,70,30,70,50,70,100,60,100,100,70,100,70,50,50,100,85,100,100,100,50,100,7,50,0,30,70
NA,"Other",30,85,85,60,60,85,65,85,70,85,60,85,85,70,85,85,85,85,70,70,70,85,85,85,60,85,85,85,85,60,85,85,85,70,85,85,30,85,85,70,50,70,70
